county_name,state_name,age_pct_65_older,age_pct_under_18,age_pct_under_5,edu_bachelors_pct,edu_hs_or_higher_pct,employment_nonemployer_estab,ethnicity_native_pct,ethnicity_asian_pct,ethnicity_black_pct,ethnicity_hispanic_pct,ethnicity_pacific_islander_pct,ethnicity_two_or_more_pct,ethnicity_white_pct,Ethnicities.White Alone	  not Hispanic or Latino,housing_homeownership_pct,housing_households,housing_units,housing_median_value,housing_persons_per_hh,income_median_household,income_per_capita,misc_foreign_born_pct,misc_land_area_sqmi,misc_lang_noneng_pct,misc_same_house_1yr_pct,misc_manuf_shipments,misc_mean_travel_time_min,misc_pct_female,misc_veterans,population_2020,population_2010,population_density,sales_food_services,sales_retail,firms_total,firms_women_owned,firms_men_owned,firms_minority_owned,firms_nonminority_owned,firms_veteran_owned,firms_nonveteran_owned,county_clean
Pueblo County,CO,19.0,22.2,5.7,21.8,89.7,8929.0,3.2,1.1,2.6,43.2,0.2,3.0,90.0,51.7,64.7,64314,71906.0,164600.0,2.52,46783,25051,3.0,2386.1,12.3,84.1,2333268.0,22.2,50.7,13883.0,168162,159063,66.7,236026.0,1952767.0,10685,3521,5518,2779,7364,890,8812,Pueblo
Pulaski County,AR,16.1,23.1,6.5,34.3,90.4,29614.0,0.4,2.3,37.9,6.2,0.1,2.2,57.2,51.6,58.8,158051,186437.0,157200.0,2.44,51749,32692,5.5,759.76,8.0,84.3,6515902.0,20.4,52.3,27226.0,399125,382748,503.8,961891.0,7234436.0,35992,12387,19096,9240,25014,4103,29336,Pulaski
Pulaski County,GA,22.9,18.0,4.1,13.2,81.1,701.0,0.4,1.2,32.0,3.6,0.1,1.7,64.6,61.8,64.3,3687,5177.0,120100.0,2.62,45148,20746,1.6,249.03,2.0,82.4,554410.0,22.4,57.0,648.0,9855,12010,48.2,10470.0,87635.0,786,316,431,289,464,134,619,Pulaski
Pulaski County,IL,23.1,21.3,5.9,12.5,88.8,274.0,0.7,0.4,30.6,2.5,0.1,3.3,64.9,63.3,76.4,2095,3178.0,61300.0,2.62,34640,21605,0.9,199.19,1.0,93.8,741144.5,26.9,51.6,475.0,5193,6161,30.9,38907.0,34964.0,429,128,188,67,348,0,395,Pulaski
Pulaski County,IN,20.1,22.2,5.3,12.8,88.5,805.0,0.5,0.7,1.0,3.1,0.0,1.3,96.6,93.6,75.9,5151,6127.0,102700.0,2.41,49580,24992,1.5,433.65,2.5,88.0,498595.0,24.8,48.8,871.0,12514,13402,30.9,8001.0,134330.0,869,255,463,31,806,105,711,Pulaski
Pulaski County,KY,19.0,22.3,5.9,16.5,82.8,4529.0,0.4,0.8,1.2,2.6,0.0,1.2,96.3,94.1,69.0,25301,31529.0,116200.0,2.51,39998,24646,2.0,658.41,2.9,87.2,1411641.0,22.4,51.2,4615.0,65034,63063,95.8,88208.0,864088.0,4993,1554,2731,119,4602,487,4164,Pulaski
Pulaski County,MO,9.1,21.7,6.6,28.3,92.8,2085.0,1.2,3.0,12.5,11.8,0.6,4.4,78.2,69.1,49.3,15154,19179.0,159200.0,2.84,53492,23651,6.2,547.1,11.9,64.0,24544.0,18.9,43.7,6545.0,53955,52274,95.5,91792.0,455217.0,2298,852,984,361,1754,309,1709,Pulaski
Pulaski County,VA,23.5,17.5,4.7,20.0,87.4,1553.0,0.3,0.7,5.0,1.8,0.0,1.7,92.3,90.7,71.4,14533,17302.0,149500.0,2.27,53866,28125,1.9,319.86,2.4,86.7,2861262.0,23.8,49.9,2603.0,33800,34872,109.0,53370.0,352657.0,2082,790,892,103,1885,175,1679,Pulaski
Pushmataha County,OK,23.6,21.9,5.5,14.3,83.2,915.0,19.3,0.3,1.2,4.3,0.0,6.3,72.9,70.1,75.6,4477,6203.0,80500.0,2.46,37692,22435,0.8,1395.84,2.6,87.5,460737.5,29.3,51.0,978.0,10812,11572,8.3,4384.0,70600.0,1062,330,600,159,870,123,884,Pushmataha
Putnam County,FL,23.7,21.2,5.7,12.3,81.8,4248.0,0.7,0.7,16.4,10.2,0.1,1.8,80.3,71.2,70.7,28943,37611.0,89100.0,2.48,37670,20915,3.9,727.62,9.2,88.0,865758.0,31.3,50.5,7040.0,73321,74364,102.2,56864.0,633534.0,4849,1938,2398,1238,3446,600,4071,Putnam
Putnam County,GA,24.8,19.6,4.9,23.4,87.6,2000.0,0.5,0.6,26.3,6.2,0.2,1.2,71.1,66.1,77.0,8937,13380.0,160400.0,2.41,51606,31504,3.8,344.64,6.4,87.8,127240.0,26.4,51.4,1657.0,22047,21218,61.6,16433.0,157411.0,2059,684,1083,530,1455,200,1679,Putnam
Putnam County,IL,23.2,19.9,5.0,16.6,92.7,380.0,0.3,0.6,0.8,6.3,0.0,1.2,97.1,91.3,80.5,2413,3175.0,126800.0,2.37,63638,34438,2.6,160.16,5.7,89.6,741144.5,25.2,48.9,412.0,5637,6006,37.5,2492.0,29209.0,366,123,139,0,330,41,272,Putnam
Putnam County,IN,17.1,19.3,4.9,16.8,88.9,2089.0,0.4,1.2,3.8,2.0,0.0,1.5,93.0,91.4,71.6,13543,15280.0,128800.0,2.37,61047,26120,2.9,480.53,2.9,79.9,745596.0,26.0,47.6,2529.0,36726,37963,79.0,51403.0,349021.0,2563,777,1230,74,2372,161,2149,Putnam
Putnam County,MO,24.9,22.4,6.2,19.3,90.5,399.0,0.3,0.5,0.3,2.5,0.0,1.3,97.6,95.3,77.2,1744,2977.0,96600.0,2.68,42849,24758,0.6,517.32,4.4,92.6,468824.0,24.9,49.4,408.0,4681,4979,9.6,22307.0,50252.0,368,164,158,0,353,42,312,Putnam
Putnam County,NY,18.0,19.4,4.5,39.6,93.0,9661.0,0.5,2.3,3.9,16.4,0.1,1.9,91.3,77.1,81.8,34854,38713.0,358500.0,2.76,104486,47448,12.9,230.31,18.3,93.6,308619.0,39.6,50.1,3691.0,97668,99710,432.9,100356.0,952194.0,10790,3373,6376,1339,9078,756,9632,Putnam
Putnam County,OH,18.0,25.4,6.6,20.9,92.8,2094.0,0.4,0.3,0.6,6.6,0.0,0.8,98.0,92.0,81.6,13327,14001.0,155800.0,2.52,64822,31743,1.4,482.52,4.3,90.9,2677868.0,21.9,50.0,1701.0,34451,34499,71.5,75153.0,274838.0,2352,549,1324,30,2242,124,2054,Putnam
Putnam County,TN,16.8,20.8,5.6,26.4,86.6,6333.0,0.8,1.6,2.4,6.5,0.1,1.8,93.3,87.9,61.5,31424,35344.0,159600.0,2.36,44259,24946,4.6,401.1,6.2,82.3,1214437.0,22.7,50.3,4238.0,79854,72321,180.3,158810.0,1282887.0,7752,2335,4183,421,7058,677,6629,Putnam
Putnam County,WV,18.9,21.9,5.1,26.1,91.7,3069.0,0.3,0.8,1.2,1.3,0.0,1.3,96.3,95.2,81.8,21613,24315.0,167300.0,2.61,60097,31587,1.2,345.67,1.9,91.3,1948361.0,25.4,50.7,3816.0,57440,55486,160.5,74256.0,748541.0,4353,1290,2634,210,3927,631,3343,Putnam
Quay County,NM,25.7,21.4,5.4,17.1,81.9,384.0,2.8,1.2,2.3,46.0,0.2,2.7,90.9,48.9,61.5,3040,5724.0,72700.0,2.71,29035,19784,3.3,2874.35,21.7,91.9,268581.0,15.3,51.3,493.0,8746,9041,3.1,22882.0,263863.0,878,237,500,185,641,55,758,Quay
Queen Anne's County,MD,19.2,21.4,5.1,36.5,93.2,5037.0,0.5,1.2,6.3,4.3,0.1,2.0,89.8,86.3,81.0,18577,21539.0,353100.0,2.65,97034,44754,4.5,371.91,5.6,89.2,208329.0,37.3,50.4,3658.0,49874,47798,128.5,112975.0,547492.0,4907,1463,2873,216,4470,685,3951,Queen Anne's
Queens County,NY,16.3,20.0,6.1,32.2,82.0,266193.0,1.3,26.9,20.7,28.2,0.2,3.0,47.8,24.9,44.8,778932,869400.0,543800.0,2.9,68666,31930,47.2,108.53,55.7,91.7,4438082.0,44.4,51.5,42135.0,2405464,2230722,20553.6,3139120.0,17003207.0,265643,97982,154224,173633,87648,12513,249046,Queens
Quitman County,GA,30.7,18.7,5.8,7.1,64.7,133.0,0.7,0.3,48.5,2.0,-1.0,1.3,49.2,47.6,70.2,842,2079.0,59900.0,2.72,26667,18639,6.4,151.24,7.5,85.6,554410.0,26.7,52.3,84.0,2235,2513,16.6,33983.0,12118.0,155,74,77,68,82,0,121,Quitman
Quitman County,MS,18.1,22.7,6.2,10.3,71.3,522.0,0.3,0.2,71.7,1.8,0.0,1.3,26.5,25.3,58.7,3027,3563.0,50900.0,2.32,25283,15026,0.4,405.01,0.4,90.7,483799.0,27.8,53.6,228.0,6176,8223,20.3,26152.0,28594.0,524,175,269,266,216,27,453,Quitman
Rabun County,GA,28.1,16.6,4.3,24.2,84.8,1942.0,0.5,1.0,1.6,7.9,0.1,1.8,95.0,88.1,74.3,6662,12722.0,174500.0,2.43,42500,28266,5.4,369.99,8.7,92.7,554410.0,25.4,51.2,1350.0,16883,16276,44.0,47210.0,247664.0,1645,496,1034,109,1485,163,1400,Rabun
Racine County,WI,17.1,22.9,6.0,25.2,90.5,9775.0,0.7,1.3,12.0,13.6,0.1,2.6,83.3,71.4,67.6,76974,83140.0,176000.0,2.47,61336,31572,4.7,332.5,9.4,87.3,8100087.0,24.4,50.4,12363.0,197727,195408,587.7,251682.0,2181963.0,12568,4483,6366,1970,10050,1122,10808,Racine
Radford city,VA,8.7,10.6,3.1,38.0,91.2,1479.0,0.0,1.6,9.9,2.9,0.0,3.2,84.8,83.3,46.6,5573,11797.5,170800.0,2.64,36297,21797,2.6,9.87,5.1,73.9,712021.0,17.5,52.6,830.0,16070,16408,1662.2,35953.0,105816.0,705,200,418,35,612,70,565,Radford
Rains County,TX,25.0,20.2,5.2,13.7,85.4,984.0,1.2,0.8,2.7,9.4,0.1,1.7,93.5,84.8,77.7,4330,5460.0,127900.0,2.7,51579,27938,4.3,229.45,8.3,90.8,575658.0,35.7,50.1,1148.0,12164,10914,47.6,7103.0,149013.0,737,252,384,66,655,103,589,Rains
Raleigh County,WV,21.2,20.7,5.2,18.4,86.5,3513.0,0.3,0.9,8.0,1.7,0.0,2.0,88.8,87.5,73.4,31203,36148.0,108700.0,2.32,43748,25026,1.5,605.35,3.5,87.7,278552.0,23.9,49.8,5762.0,74591,78859,130.3,177800.0,1452444.0,4621,1576,2469,477,3880,506,3790,Raleigh
Ralls County,MO,22.2,21.1,5.0,14.9,89.7,748.0,0.2,0.3,1.4,1.3,0.1,1.5,96.4,95.2,83.3,4036,5194.0,136200.0,2.51,55377,27023,0.8,469.78,1.0,92.5,1405444.0,22.0,49.7,887.0,10355,10167,21.6,3028.0,52402.0,585,132,251,0,539,96,439,Ralls
Ramsey County,MN,14.9,23.3,6.8,42.3,90.3,39771.0,1.0,15.3,12.9,7.5,0.1,3.7,67.1,61.1,59.4,209043,221270.0,229600.0,2.53,64660,35013,16.0,152.21,23.4,82.4,6172047.0,24.2,51.2,22287.0,552352,508640,3341.7,1080379.0,6557022.0,47210,16937,24928,9506,35648,4197,40535,Ramsey
Ramsey County,ND,20.3,23.3,7.0,26.4,91.9,871.0,10.5,1.2,1.3,3.2,0.0,3.3,83.7,82.0,60.3,4828,5853.0,164700.0,2.3,58910,34041,2.3,1186.85,4.0,82.2,118152.0,16.4,49.0,755.0,11605,11451,9.6,29614.0,311701.0,1217,345,643,36,1092,199,926,Ramsey
Randall County,TX,15.6,23.9,6.2,32.4,92.3,11199.0,1.0,1.8,3.5,23.1,0.1,2.1,91.5,70.0,70.8,49389,55498.0,167800.0,2.66,68261,34293,5.2,911.54,11.9,81.6,575658.0,19.8,50.9,9465.0,140753,120725,132.4,164255.0,1805080.0,9585,3064,4961,1338,7835,1031,7917,Randall
Randolph County,AL,20.9,21.1,5.6,16.5,79.6,1427.0,0.5,0.5,19.2,3.0,0.1,1.7,78.0,75.4,76.6,8702,12157.0,96100.0,2.55,43395,24721,1.3,580.55,2.1,89.4,251564.0,27.9,51.2,1373.0,21967,22913,39.5,15587.0,158271.0,2071,644,1002,290,1725,223,1588,Randolph
Randolph County,AR,19.7,23.8,6.5,13.8,82.9,1290.0,0.6,0.4,1.2,2.2,1.8,1.7,94.3,92.4,71.7,7355,8641.0,87200.0,2.36,37218,23248,1.8,652.19,2.5,80.7,114959.0,25.9,50.4,1105.0,18571,17969,27.6,14727.0,170739.0,1560,420,922,55,1459,209,1302,Randolph
Randolph County,GA,24.7,20.3,5.4,10.3,74.5,444.0,0.1,0.6,61.5,2.7,0.1,0.8,36.9,35.1,57.2,2553,4099.0,71900.0,2.66,31699,16691,0.3,428.24,1.1,86.7,554410.0,22.0,53.7,305.0,6425,7719,18.0,2652.0,47645.0,497,183,262,204,270,57,415,Randolph
Randolph County,IL,19.4,19.1,5.2,13.3,84.3,1371.0,0.3,0.5,10.6,3.3,0.1,1.3,87.1,84.5,74.0,11883,13971.0,110200.0,2.39,53816,26558,1.4,575.5,4.2,86.6,609319.0,24.4,44.9,2248.0,30163,33476,58.2,29598.0,373355.0,1787,537,967,66,1639,239,1407,Randolph
Randolph County,IN,20.8,22.5,5.9,14.3,87.5,1385.0,0.5,0.4,0.7,3.7,0.1,1.3,97.0,93.7,76.3,10229,11693.0,81200.0,2.4,48036,24964,1.8,452.38,3.0,88.6,847556.0,25.0,50.8,1600.0,24502,26171,57.9,18751.0,443414.0,1894,605,991,75,1734,121,1677,Randolph
Randolph County,MO,17.2,21.6,5.8,15.1,86.9,1262.0,0.6,0.8,5.6,2.2,0.0,2.5,90.5,88.8,71.5,8626,10828.0,105000.0,2.63,47740,21240,1.3,482.68,2.3,87.9,218991.0,21.5,48.1,1765.0,24716,25414,52.7,26453.0,296693.0,1749,532,937,84,1552,110,1419,Randolph
Randolph County,NC,18.1,22.2,5.6,15.7,81.5,9940.0,1.2,1.5,6.6,12.0,0.1,1.8,88.8,78.4,71.8,56541,62925.0,124100.0,2.51,47288,24397,6.2,782.52,12.5,86.8,4557254.0,24.0,50.7,8982.0,144171,141752,181.1,158579.0,1107887.0,11207,3524,6353,1285,9635,907,9854,Randolph
Randolph County,WV,22.2,18.9,5.3,17.3,85.5,1453.0,0.3,0.5,1.6,1.1,0.0,1.2,96.4,95.5,71.5,11135,14253.0,110300.0,2.4,43320,24842,0.6,1039.68,1.0,88.1,189375.0,23.1,48.0,2168.0,27932,29405,28.3,38396.0,352705.0,2099,628,1158,47,1927,234,1698,Randolph
Rankin County,MS,15.7,22.8,5.7,29.0,89.5,13167.0,0.2,1.4,21.6,2.8,0.1,1.2,75.5,73.1,76.5,55909,61842.0,162500.0,2.63,65996,30835,2.9,775.49,4.5,85.2,1553239.0,25.4,51.9,7734.0,157031,141617,182.6,278454.0,2361153.0,13659,4394,7535,2121,11048,1501,11271,Rankin
Ransom County,ND,21.2,22.4,5.6,19.1,91.0,386.0,0.9,1.1,0.8,2.5,0.0,1.7,95.5,93.2,70.9,2371,2686.0,121700.0,2.18,63903,34665,3.7,862.36,5.1,90.6,118152.0,18.6,48.1,422.0,5703,5457,6.3,4833.0,66215.0,531,143,312,0,492,68,400,Ransom
Rapides Parish,LA,16.7,24.6,6.7,20.9,85.5,8234.0,0.9,1.4,32.0,3.2,0.0,2.0,63.7,61.0,61.7,48488,58721.0,143100.0,2.61,47269,25984,2.7,1317.96,5.2,86.0,1901186.0,23.2,51.6,9477.0,130023,131613,99.9,216767.0,2211513.0,9902,3017,5448,2108,7307,1077,7946,Rapides
Rappahannock County,VA,27.9,16.2,3.9,35.8,88.4,953.0,0.4,1.0,4.2,4.4,0.1,2.0,92.4,88.3,74.2,2913,3998.0,377700.0,2.53,74284,41792,4.4,266.23,5.3,93.3,476138.5,39.9,50.8,629.0,7348,7373,27.7,44317.0,29306.0,938,259,598,0,904,99,825,Rappahannock
Ravalli County,MT,26.5,18.8,4.6,27.8,91.6,4585.0,1.2,0.7,0.4,3.7,0.1,1.9,95.7,92.6,76.3,17354,19847.0,279300.0,2.43,53054,29761,2.0,2390.82,3.5,87.8,132350.0,23.9,50.4,4423.0,44174,40212,16.8,38387.0,330636.0,5449,1760,2557,244,5093,547,4547,Ravalli
Rawlins County,KS,27.9,21.8,6.7,24.1,95.8,264.0,0.7,0.9,0.9,7.7,0.1,2.1,95.3,88.7,74.1,1176,1460.0,101600.0,2.1,53207,28590,3.6,1069.42,7.8,87.2,9427.0,14.2,49.4,183.0,2561,2519,2.4,486.0,25140.0,517,212,239,0,484,29,448,Rawlins
Ray County,MO,18.9,22.4,5.8,14.6,88.1,1339.0,0.7,0.4,1.5,2.6,0.1,1.8,95.5,93.4,78.5,8868,10147.0,133700.0,2.55,61957,29524,0.8,568.81,2.4,89.0,468824.0,29.6,50.1,1690.0,23158,23494,41.3,8950.0,138698.0,1770,571,979,61,1676,249,1438,Ray
Reagan County,TX,11.1,29.0,7.7,10.5,82.2,343.0,1.1,0.6,3.5,70.6,-1.0,2.8,92.0,25.2,67.4,1084,1424.0,98800.0,3.44,74868,25600,17.7,1175.3,54.9,85.9,575658.0,18.2,46.6,115.0,3385,3367,2.9,33330.5,29158.0,405,156,116,201,189,55,333,Reagan
Real County,TX,30.5,16.4,4.4,17.4,83.3,470.0,2.0,0.4,1.1,27.8,0.3,1.9,94.3,68.4,76.5,1126,2697.0,113200.0,2.92,35862,18235,3.6,699.2,13.6,86.9,575658.0,15.6,50.6,305.0,2758,3309,4.7,4920.0,14638.0,558,160,275,122,397,71,441,Real
Red Lake County,MN,21.6,24.1,6.0,16.2,92.6,246.0,2.3,0.4,0.7,4.1,0.1,1.9,94.6,91.5,83.6,1669,1948.0,116000.0,2.39,58576,30037,1.1,432.41,3.3,92.5,763107.0,24.4,48.7,280.0,3935,4089,9.5,38159.0,61848.0,380,105,134,0,366,29,284,Red Lake
Red River County,TX,25.3,19.6,4.8,12.5,85.4,936.0,1.7,0.4,16.6,7.0,0.0,2.0,79.4,73.8,76.6,4963,6998.0,71100.0,2.41,39142,22689,2.6,1036.58,4.4,89.4,575658.0,28.8,51.4,539.0,11587,12860,12.4,33330.5,54756.0,1019,248,600,97,902,90,838,Red River
Red River Parish,LA,19.7,23.4,6.2,13.9,80.8,530.0,0.7,0.2,39.7,2.7,0.0,1.0,58.4,56.1,73.6,3372,4247.0,78700.0,2.49,33816,22924,0.1,389.09,0.9,91.1,1901186.0,30.5,52.1,419.0,7620,9091,23.4,61451.5,37289.0,631,181,361,270,342,44,515,Red River
Red Willow County,NE,21.1,22.2,6.1,19.1,92.5,933.0,0.9,0.4,1.3,5.6,0.0,1.4,96.0,91.2,72.9,4519,5319.0,109000.0,2.29,48808,27392,1.3,716.99,2.2,85.1,231681.5,13.4,50.1,709.0,10702,11055,15.4,21485.0,329205.0,1363,279,696,32,1254,175,955,Red Willow
Redwood County,MN,21.6,24.9,6.4,19.1,90.9,1072.0,5.0,2.6,1.1,3.8,0.1,2.3,88.9,86.4,78.5,6261,7342.0,106300.0,2.38,55404,28611,2.4,878.57,4.5,92.2,371752.0,18.0,50.1,891.0,15425,16059,18.3,97991.0,169590.0,1304,282,837,43,1194,177,1040,Redwood
Reeves County,TX,11.8,22.4,6.3,12.3,69.7,885.0,1.0,1.6,5.6,74.6,0.1,1.0,90.8,18.2,72.5,3518,4671.0,64800.0,3.87,53311,20020,18.7,2635.38,57.1,87.4,1952.0,18.4,38.8,706.0,14748,13783,5.2,33873.0,162022.0,764,181,441,417,282,73,621,Reeves
Refugio County,TX,23.3,22.1,5.7,11.5,80.3,484.0,1.2,0.9,6.3,50.6,-1.0,1.8,89.8,41.8,72.8,2547,3723.0,85600.0,2.74,50076,24248,1.8,770.44,28.9,88.8,346.0,22.6,50.5,493.0,6741,7383,9.6,33330.5,101099.0,645,125,421,291,306,112,464,Refugio
Reno County,KS,20.3,22.2,5.5,20.9,88.5,3775.0,0.9,0.6,3.4,9.7,0.1,2.5,92.6,83.9,69.3,25014,28532.0,101300.0,2.4,49936,27073,2.8,1255.35,6.6,84.6,1232830.0,18.0,49.7,4077.0,61898,64511,51.4,91648.0,818138.0,4898,1746,2106,256,4252,410,4007,Reno
Rensselaer County,NY,17.5,19.3,5.1,32.0,91.9,9244.0,0.3,2.8,8.1,5.2,0.1,2.6,86.2,82.6,62.8,64906,73425.0,188700.0,2.36,68991,35903,5.2,652.43,7.8,84.7,1246970.0,24.8,50.6,9397.0,161130,159429,244.4,209214.0,1572232.0,11067,3632,6444,1020,9610,1031,9500,Rensselaer
Renville County,MN,21.1,23.3,6.4,15.2,90.5,1049.0,1.6,0.9,0.6,9.0,0.0,1.4,95.5,87.3,78.0,6085,7353.0,106300.0,2.35,59028,31253,3.1,982.91,7.6,91.8,559293.0,19.4,49.0,871.0,14723,15730,16.0,8457.0,120636.0,1148,353,572,0,1065,79,968,Renville
Renville County,ND,20.8,22.6,5.4,20.1,95.3,181.0,0.9,0.3,0.4,2.8,0.2,1.6,96.6,94.5,82.6,950,1423.0,134700.0,2.52,73182,34452,3.2,877.05,3.5,87.8,118152.0,30.4,47.5,209.0,2282,2470,2.8,1401.0,81116.0,330,39,106,0,304,59,238,Renville
Republic County,KS,27.8,21.6,5.9,25.5,95.9,441.0,0.3,0.6,0.8,2.4,0.0,1.7,96.6,94.7,72.9,2218,2875.0,66000.0,2.06,47976,27424,1.4,717.37,1.7,89.2,328053.5,23.1,50.2,340.0,4674,4980,6.9,13223.0,48203.0,554,149,316,0,531,0,518,Republic
Reynolds County,MO,23.7,20.1,4.9,13.7,79.8,509.0,1.1,0.2,1.2,1.7,0.0,2.8,94.6,93.2,78.7,2596,4030.0,96000.0,2.34,40324,22720,0.4,808.48,1.1,87.3,44172.0,24.1,48.2,550.0,6096,6696,8.3,22307.0,29614.0,615,262,221,0,586,73,523,Reynolds
Rhea County,TN,18.8,22.4,6.0,16.9,80.8,1771.0,0.6,0.7,2.2,5.2,0.1,1.9,94.6,90.2,71.2,12177,14847.0,122600.0,2.61,42206,22336,2.6,315.38,4.7,83.8,848618.0,23.2,50.4,2130.0,32870,31809,100.9,30748.0,281055.0,1772,699,871,85,1605,89,1567,Rhea
Rice County,KS,19.6,22.6,5.7,22.8,91.6,650.0,1.3,1.3,1.7,11.6,0.1,2.7,92.9,82.7,74.5,3917,4600.0,74700.0,2.29,53012,26737,4.7,726.24,7.6,84.3,291155.0,17.7,49.8,499.0,9427,10083,13.9,13223.0,50020.0,818,162,435,0,730,62,688,Rice
Rice County,MN,15.8,21.7,5.8,28.3,91.1,4272.0,0.7,2.2,6.2,8.5,0.1,1.8,89.0,81.3,74.0,23005,25280.0,208600.0,2.51,68584,31221,7.8,495.68,13.5,86.1,1741876.0,23.5,48.9,3724.0,67097,64142,129.4,82566.0,683367.0,5138,1802,2716,264,4688,353,4454,Rice
Rich County,UT,18.4,29.4,7.1,23.0,95.7,277.0,0.7,0.3,0.4,6.8,0.1,1.3,97.2,91.2,71.7,635,3181.0,202500.0,3.75,57902,23464,5.3,1028.78,7.6,97.0,294994.0,24.0,48.4,134.0,2510,2264,2.2,9487.0,9629.0,335,75,154,0,320,0,294,Rich
Richardson County,NE,24.9,21.4,5.5,19.0,92.2,585.0,3.3,0.4,0.5,1.9,0.0,2.7,93.0,91.7,75.9,3704,4403.0,69200.0,2.11,47917,28309,1.1,551.84,0.8,92.1,40415.0,16.5,49.7,665.0,7871,8363,15.2,6146.0,94078.0,900,242,530,0,846,113,728,Richardson
Richland County,IL,21.1,22.6,6.2,21.0,89.1,1088.0,0.3,0.9,0.9,1.9,0.0,1.4,96.4,94.8,71.2,6452,7519.0,89600.0,2.4,48894,26358,1.6,359.99,3.1,85.6,143527.0,19.6,50.6,1023.0,15813,16233,45.1,38907.0,176422.0,1140,265,617,38,1031,93,876,Richland
Richland County,MT,15.4,25.0,6.4,18.9,92.3,945.0,2.7,0.5,0.5,5.5,0.0,2.9,93.4,88.9,66.0,4535,5286.0,230100.0,2.45,67205,33109,2.1,2084.14,5.3,83.7,16801.0,15.9,47.9,630.0,11491,9746,4.7,38445.0,215831.0,1256,353,619,27,1135,91,1045,Richland
Richland County,ND,18.7,21.9,6.2,21.3,90.7,1253.0,3.1,0.6,1.1,3.6,0.0,1.9,93.2,90.5,70.9,6777,7798.0,127900.0,2.22,61371,31346,0.9,1435.78,2.8,82.9,1276663.0,18.6,48.4,1031.0,16529,16321,11.4,89636.0,277250.0,1471,449,689,72,1308,90,1292,Richland
Richland County,OH,19.8,21.5,5.7,18.3,86.9,6980.0,0.2,0.8,9.6,2.1,0.0,2.3,87.0,85.4,67.4,48449,54113.0,110600.0,2.35,49547,25585,1.7,495.27,4.0,84.0,3122733.0,22.4,49.2,8921.0,124936,124475,251.3,190066.0,1501184.0,8585,2610,4643,609,7466,734,7293,Richland
Richland County,SC,13.2,21.4,5.7,39.1,91.5,29310.0,0.4,3.0,48.7,5.3,0.1,2.4,45.4,41.5,59.5,151853,177353.0,163100.0,2.51,54767,30175,5.7,757.07,8.7,77.9,5374991.0,22.1,51.8,30512.0,416147,384504,507.9,862224.0,4780665.0,31595,12297,16333,11676,18645,4010,25680,Richland
Richland County,WI,23.6,21.7,5.1,19.0,90.1,1205.0,0.5,0.8,0.9,2.5,0.1,1.1,96.6,94.4,74.7,7538,9062.0,139900.0,2.26,51947,27597,2.5,586.15,5.1,89.8,682138.0,26.0,49.5,1204.0,17304,18021,30.7,11273.0,200270.0,1652,426,945,71,1490,136,1413,Richland
Richland Parish,LA,18.1,23.2,6.2,13.2,78.3,1549.0,0.4,0.3,35.6,2.4,0.0,1.1,62.5,60.7,66.7,7459,9068.0,91900.0,2.59,34029,20107,0.5,559.04,2.7,89.5,396508.0,24.2,51.2,829.0,20043,20725,37.1,61451.5,250362.0,1699,531,820,444,1155,148,1384,Richland
Richmond County,GA,14.5,22.7,6.7,21.4,84.1,13144.0,0.4,1.8,57.7,5.1,0.2,2.7,37.1,33.7,52.6,71400,89459.0,108000.0,2.69,42728,22787,3.7,324.33,6.4,82.1,5452204.0,21.3,51.5,18374.0,206607,200549,618.4,446961.0,2627283.0,16003,7489,6974,8522,6714,1944,12919,Richmond
Richmond County,NC,18.3,23.0,6.1,15.7,80.9,2037.0,3.3,1.0,31.9,6.8,0.2,2.3,61.3,56.5,66.2,18380,21954.0,83200.0,2.37,36148,21228,3.8,473.82,6.2,85.9,794395.0,23.8,51.0,2477.0,42946,46639,98.4,42310.0,449820.0,2708,963,1315,703,1823,354,2162,Richmond
Richmond County,NY,16.7,21.8,5.7,33.9,88.7,38651.0,0.7,10.9,11.6,18.6,0.1,2.2,74.5,59.6,69.3,166246,181751.0,504800.0,2.82,82783,36907,23.3,58.37,32.6,93.9,285325.0,45.2,51.4,14964.0,495747,468730,8030.3,472571.0,3815951.0,39645,13921,22660,12318,26347,2407,36335,Richmond
Richmond County,VA,21.1,16.9,4.2,17.7,80.6,573.0,0.6,0.7,29.6,7.3,0.1,2.3,66.8,60.5,69.9,3069,3989.0,180300.0,2.36,49517,22853,4.1,191.49,8.5,83.5,476138.5,26.3,43.6,664.0,8923,9254,48.3,6176.0,68192.0,688,203,376,118,536,119,527,Richmond
Richmond city,VA,12.8,17.6,5.9,39.6,85.4,1479.0,0.4,2.1,46.9,6.9,0.0,3.4,45.5,40.8,42.6,90301,11797.5,230500.0,2.39,47250,33549,7.0,59.81,9.4,76.2,16885933.0,21.8,52.6,11806.0,226610,204214,3414.7,576491.0,1955177.0,18539,7426,9180,6859,10698,1673,15660,Richmond
Riley County,KS,9.8,16.3,5.4,45.6,95.8,3588.0,0.7,4.9,7.0,8.4,0.3,3.6,83.5,76.4,43.2,26490,31409.0,201000.0,2.46,51208,27272,8.1,609.77,11.2,71.3,94543.0,14.7,47.0,5160.0,71959,71115,116.6,146838.0,903931.0,4724,1508,2443,380,4049,479,3753,Riley
